n,s,s_over_n,shape,config
3048,1439,0.472113,S3,1x1609 + 1439* (q=719)
3049,3049,1.000000,S1,"AGL(1,3049)"
3050,863,0.282951,S3,1x2187 + 863* (q=431)
3051,1024,0.335628,S3,1x1024 + 2027* (q=1013)
3052,1439,0.471494,S3,1x1613 + 1439* (q=719)
3053,797,0.261055,S7f2,2x797 + 1459* (q=3)
3054,1523,0.498690,S3,1x1531 + 1523* (q=761)
3055,587,0.192144,S7f4,4x617 + 587* (q=293)
3056,1459,0.477421,S3,1x1597 + 1459* (q=3)
3057,1019,0.333333,S2,3x1019
3058,1487,0.486266,S3,1x1571 + 1487* (q=743)
3059,512,0.167375,S7f3,3x512 + 1523* (q=761)
3060,1459,0.476797,S3,1x1601 + 1459* (q=3)
3061,3061,1.000000,S1,"AGL(1,3061)"
3062,1531,0.500000,S2,2x1531
3063,1024,0.334313,S3,1x1024 + 2039* (q=1019)
3064,1367,0.446149,S3,1x1697 + 1367* (q=683)
3065,613,0.200000,S2,5x613
3066,1523,0.496738,S3,1x1543 + 1523* (q=761)
3067,3067,1.000000,S1,"AGL(1,3067)"
3068,1459,0.475554,S3,1x1609 + 1459* (q=3)
3069,941,0.306615,S7f2,2x941 + 1187* (q=593)
3070,1487,0.484365,S3,1x1583 + 1487* (q=743)
3071,243,0.079127,S7f4,4x243 + 2099* (q=1049)
3072,1523,0.495768,S3,1x1549 + 1523* (q=761)
3073,887,0.288643,S7f2,2x1093 + 887* (q=443)
3074,887,0.288549,S3,1x2187 + 887* (q=443)
3075,547,0.177886,S7f4,4x547 + 887* (q=443)
3076,1523,0.495124,S3,1x1553 + 1523* (q=761)
3077,809,0.262918,S7f2,2x809 + 1459* (q=3)
3078,1459,0.474009,S3,1x1459 + 1619* (q=809)
3079,3079,1.000000,S1,"AGL(1,3079)"
3080,1459,0.473701,S3,1x1621 + 1459* (q=3)
3081,1019,0.330737,S7f2,2x1031 + 1019* (q=509)
3082,1523,0.494160,S3,1x1559 + 1523* (q=761)
3083,3083,1.000000,S1,"AGL(1,3083)"
3084,1487,0.482166,S3,1x1597 + 1487* (q=743)
3085,1019,0.330308,S7f2,2x1033 + 1019* (q=509)
3086,1543,0.500000,S2,2x1543
3087,1024,0.331714,S3,1x1024 + 2063* (q=1031)
3088,1487,0.481541,S3,1x1601 + 1487* (q=743)
3089,3089,1.000000,S1,"AGL(1,3089)"
3090,1523,0.492880,S3,1x1567 + 1523* (q=761)
3091,593,0.191847,S7f4,4x593 + 719* (q=359)
3092,773,0.250000,S2,4x773
3093,1031,0.333333,S2,3x1031
3094,1523,0.492243,S3,1x1571 + 1523* (q=761)
3095,619,0.200000,S2,5x619
3096,1487,0.480297,S3,1x1609 + 1487* (q=743)
3097,1019,0.329028,S7f2,2x1039 + 1019* (q=509)
3098,1549,0.500000,S2,2x1549
3099,1033,0.333333,S2,3x1033
3100,1487,0.479677,S3,1x1613 + 1487* (q=743)
3101,821,0.264753,S7f2,2x821 + 1459* (q=3)
3102,1523,0.490974,S3,1x1579 + 1523* (q=761)
3103,521,0.167902,S7f4,4x521 + 1019* (q=509)
3104,739,0.238080,S7f3,3x739 + 887* (q=443)
3105,983,0.316586,S7f2,2x1061 + 983* (q=491)
3106,1553,0.500000,S2,2x1553
3107,239,0.076923,S2,13x239
3108,1489,0.479086,S3,1x1489 + 1619* (q=809)
3109,3109,1.000000,S1,"AGL(1,3109)"
3110,757,0.243408,S7f3,3x757 + 839* (q=419)
3111,587,0.188685,S7f4,4x631 + 587* (q=293)
3112,1493,0.479756,S3,1x1493 + 1619* (q=809)
3113,827,0.265660,S7f2,2x827 + 1459* (q=3)
3114,1487,0.477521,S3,1x1627 + 1487* (q=743)
3115,599,0.192295,S7f4,4x599 + 719* (q=359)
3116,1459,0.468228,S3,1x1657 + 1459* (q=3)
3117,1039,0.333333,S2,3x1039
3118,1559,0.500000,S2,2x1559
3119,3119,1.000000,S1,"AGL(1,3119)"
3120,1523,0.488141,S3,1x1597 + 1523* (q=761)
3121,3121,1.000000,S1,"AGL(1,3121)"
3122,1459,0.467329,S3,1x1663 + 1459* (q=3)
3123,1024,0.327890,S3,1x1024 + 2099* (q=1049)
3124,1523,0.487516,S3,1x1601 + 1523* (q=761)
3125,3125,1.000000,S1,"AGL(1,3125)"
3126,1459,0.466731,S3,1x1667 + 1459* (q=3)
3127,563,0.180045,S7f4,4x641 + 563* (q=281)
3128,1459,0.466432,S3,1x1669 + 1459* (q=3)
3129,971,0.310323,S7f2,2x971 + 1187* (q=593)
3130,1523,0.486581,S3,1x1607 + 1523* (q=761)
3131,487,0.155541,S7f4,4x661 + 487* (q=3)
3132,1523,0.486271,S3,1x1609 + 1523* (q=761)
3133,907,0.289499,S7f2,2x907 + 1319* (q=659)
3134,1567,0.500000,S2,2x1567
3135,563,0.179585,S7f4,4x643 + 563* (q=281)
3136,1523,0.485651,S3,1x1613 + 1523* (q=761)
3137,3137,1.000000,S1,"AGL(1,3137)"
3138,1439,0.458572,S3,1x1699 + 1439* (q=719)
3139,569,0.181268,S7f4,4x569 + 863* (q=431)
3140,1459,0.464650,S3,1x1681 + 1459* (q=3)
3141,1019,0.324419,S7f2,2x1061 + 1019* (q=509)
3142,1571,0.500000,S2,2x1571
3143,449,0.142857,S2,7x449
3144,1523,0.484415,S3,1x1621 + 1523* (q=761)
3145,1019,0.324006,S7f2,2x1063 + 1019* (q=509)
3146,769,0.244437,S7f3,3x769 + 839* (q=419)
3147,1049,0.333333,S2,3x1049
3148,1439,0.457116,S3,1x1709 + 1439* (q=719)
3149,487,0.154652,S7f2,2x1331 + 487* (q=3)
3150,1531,0.486032,S3,1x1531 + 1619* (q=809)
3151,587,0.186290,S7f4,4x641 + 587* (q=293)
3152,1459,0.462881,S3,1x1693 + 1459* (q=3)
3153,1051,0.333333,S2,3x1051
3154,1487,0.471465,S3,1x1667 + 1487* (q=743)
3155,631,0.200000,S2,5x631
3156,1487,0.471166,S3,1x1669 + 1487* (q=743)
3157,1019,0.322775,S7f2,2x1069 + 1019* (q=509)
3158,1579,0.500000,S2,2x1579
3159,587,0.185818,S7f4,4x643 + 587* (q=293)
3160,1523,0.481962,S3,1x1637 + 1523* (q=761)
3161,449,0.142044,S7f6,6x449 + 467* (q=233)
3162,1543,0.487982,S3,1x1543 + 1619* (q=809)
3163,3163,1.000000,S1,"AGL(1,3163)"
3164,727,0.229772,S7f3,3x727 + 983* (q=491)
3165,983,0.310585,S7f2,2x1091 + 983* (q=491)
3166,1583,0.500000,S2,2x1583
3167,3167,1.000000,S1,"AGL(1,3167)"
3168,1549,0.488952,S3,1x1549 + 1619* (q=809)
3169,3169,1.000000,S1,"AGL(1,3169)"
3170,983,0.310095,S3,1x2187 + 983* (q=491)
3171,613,0.193314,S7f4,4x613 + 719* (q=359)
3172,1553,0.489596,S3,1x1553 + 1619* (q=809)
3173,857,0.270091,S7f2,2x857 + 1459* (q=3)
3174,1307,0.411783,S3,1x1867 + 1307* (q=653)
3175,587,0.184882,S7f4,4x647 + 587* (q=293)
3176,729,0.229534,S3,1x729 + 2447* (q=1223)
3177,983,0.309411,S7f2,2x1097 + 983* (q=491)
3178,1559,0.490560,S3,1x1559 + 1619* (q=809)
3179,487,0.153193,S7f4,4x673 + 487* (q=3)
3180,1523,0.478931,S3,1x1657 + 1523* (q=761)
3181,3181,1.000000,S1,"AGL(1,3181)"
3182,1459,0.458517,S3,1x1723 + 1459* (q=3)
3183,1061,0.333333,S2,3x1061
3184,1487,0.467023,S3,1x1697 + 1487* (q=743)
3185,863,0.270958,S7f2,2x863 + 1459* (q=3)
3186,1567,0.491839,S3,1x1567 + 1619* (q=809)
3187,3187,1.000000,S1,"AGL(1,3187)"
3188,797,0.250000,S2,4x797
3189,1063,0.333333,S2,3x1063
3190,1571,0.492476,S3,1x1571 + 1619* (q=809)
3191,3191,1.000000,S1,"AGL(1,3191)"
3192,1523,0.477130,S3,1x1669 + 1523* (q=761)
3193,1019,0.319136,S7f2,2x1087 + 1019* (q=509)
3194,1597,0.500000,S2,2x1597
3195,619,0.193740,S7f4,4x619 + 719* (q=359)
3196,1487,0.465269,S3,1x1709 + 1487* (q=743)
3197,449,0.140444,S7f6,6x449 + 503* (q=251)
3198,1579,0.493746,S3,1x1579 + 1619* (q=809)
3199,587,0.183495,S7f4,4x653 + 587* (q=293)
3200,1459,0.455937,S3,1x1741 + 1459* (q=3)
3201,1019,0.318338,S7f2,2x1091 + 1019* (q=509)
3202,1601,0.500000,S2,2x1601
3203,3203,1.000000,S1,"AGL(1,3203)"
3204,1523,0.475343,S3,1x1681 + 1523* (q=761)
3205,1019,0.317941,S7f2,2x1093 + 1019* (q=509)
3206,1459,0.455084,S3,1x1747 + 1459* (q=3)
3207,1069,0.333333,S2,3x1069
3208,1487,0.463529,S3,1x1721 + 1487* (q=743)
3209,3209,1.000000,S1,"AGL(1,3209)"
3210,1487,0.463240,S3,1x1723 + 1487* (q=743)
3211,593,0.184678,S7f4,4x593 + 839* (q=419)
3212,1459,0.454234,S3,1x1753 + 1459* (q=3)
3213,1019,0.317149,S7f2,2x1097 + 1019* (q=509)
3214,1607,0.500000,S2,2x1607
3215,643,0.200000,S2,5x643
3216,1597,0.496580,S3,1x1597 + 1619* (q=809)
3217,3217,1.000000,S1,"AGL(1,3217)"
3218,1609,0.500000,S2,2x1609
3219,625,0.194160,S7f4,4x625 + 719* (q=359)
3220,1601,0.497205,S3,1x1601 + 1619* (q=809)
3221,3221,1.000000,S1,"AGL(1,3221)"
3222,1523,0.472688,S3,1x1699 + 1523* (q=761)
3223,587,0.182128,S7f4,4x659 + 587* (q=293)
3224,787,0.244107,S7f3,3x787 + 863* (q=431)
3225,1019,0.315969,S7f2,2x1019 + 1187* (q=593)
3226,1613,0.500000,S2,2x1613
3227,461,0.142857,S2,7x461
3228,1609,0.498451,S3,1x1609 + 1619* (q=809)
3229,3229,1.000000,S1,"AGL(1,3229)"
3230,797,0.246749,S7f3,3x797 + 839* (q=419)
3231,1024,0.316930,S3,1x1024 + 2207* (q=1103)
3232,1613,0.499072,S3,1x1613 + 1619* (q=809)
3233,887,0.274358,S7f2,2x887 + 1459* (q=3)
3234,1487,0.459802,S3,1x1747 + 1487* (q=743)
3235,1187,0.366924,S3,1x2048 + 1187* (q=593)
3236,1459,0.450865,S3,1x1777 + 1459* (q=3)
3237,1019,0.314798,S7f2,2x1109 + 1019* (q=509)
3238,1619,0.500000,S2,2x1619
3239,431,0.133066,S11,3x431 + 487* + 1459* (q=3)
3240,1619,0.499691,S3,1x1621 + 1619* (q=809)
3241,983,0.303301,S7f2,2x1129 + 983* (q=491)
3242,1621,0.500000,S2,2x1621
3243,631,0.194573,S7f4,4x631 + 719* (q=359)
3244,1523,0.469482,S3,1x1721 + 1523* (q=761)
3245,463,0.142681,S7f6,6x463 + 467* (q=233)
3246,1619,0.498768,S3,1x1627 + 1619* (q=809)
3247,557,0.171543,S7f4,4x557 + 1019* (q=509)
3248,1459,0.449200,S3,1x1789 + 1459* (q=3)
3249,1031,0.317328,S7f2,2x1031 + 1187* (q=593)
3250,1439,0.442769,S3,1x1811 + 1439* (q=719)
3251,3251,1.000000,S1,"AGL(1,3251)"
3252,1429,0.439422,S3,1x1429 + 1823* (q=911)
3253,3253,1.000000,S1,"AGL(1,3253)"
3254,1627,0.500000,S2,2x1627
3255,563,0.172965,S7f4,4x673 + 563* (q=281)
3256,1619,0.497236,S3,1x1637 + 1619* (q=809)
3257,3257,1.000000,S1,"AGL(1,3257)"
3258,1307,0.401166,S3,1x1951 + 1307* (q=653)
3259,3259,1.000000,S1,"AGL(1,3259)"
3260,1459,0.447546,S3,1x1801 + 1459* (q=3)
3261,1087,0.333333,S2,3x1087
3262,1439,0.441140,S3,1x1439 + 1823* (q=911)
3263,439,0.134539,S11,3x439 + 487* + 1459* (q=3)
3264,1523,0.466605,S3,1x1741 + 1523* (q=761)
3265,1039,0.318224,S7f2,2x1039 + 1187* (q=593)
3266,809,0.247704,S7f3,3x809 + 839* (q=419)
3267,607,0.185797,S7f4,4x607 + 839* (q=419)
3268,1367,0.418299,S3,1x1901 + 1367* (q=683)
3269,467,0.142857,S2,7x467
3270,1523,0.465749,S3,1x1747 + 1523* (q=761)
3271,3271,1.000000,S1,"AGL(1,3271)"
3272,811,0.247861,S7f3,3x811 + 839* (q=419)
3273,1091,0.333333,S2,3x1091
3274,1637,0.500000,S2,2x1637
3275,443,0.135267,S11,3x443 + 487* + 1459* (q=3)
3276,1619,0.494200,S3,1x1657 + 1619* (q=809)
3277,1019,0.310955,S7f2,2x1129 + 1019* (q=509)
3278,797,0.243136,S7f3,3x797 + 887* (q=443)
3279,1093,0.333333,S2,3x1093
3280,1373,0.418598,S3,1x1373 + 1907* (q=953)
3281,911,0.277659,S7f2,2x911 + 1459* (q=3)
3282,1619,0.493297,S3,1x1663 + 1619* (q=809)
3283,641,0.195248,S7f4,4x641 + 719* (q=359)
3284,821,0.250000,S2,4x821
3285,1049,0.319330,S7f2,2x1049 + 1187* (q=593)
3286,1619,0.492696,S3,1x1667 + 1619* (q=809)
3287,457,0.139033,S7f4,4x457 + 1459* (q=3)
3288,1619,0.492397,S3,1x1669 + 1619* (q=809)
3289,1051,0.319550,S7f2,2x1051 + 1187* (q=593)
3290,1459,0.443465,S3,1x1831 + 1459* (q=3)
3291,1097,0.333333,S2,3x1097
3292,1319,0.400668,S3,1x1973 + 1319* (q=659)
3293,449,0.136350,S11,3x449 + 487* + 1459* (q=3)
3294,1471,0.446570,S3,1x1471 + 1823* (q=911)
3295,659,0.200000,S2,5x659
3296,811,0.246056,S7f3,3x811 + 863* (q=431)
3297,929,0.281771,S7f2,2x929 + 1439* (q=719)
3298,1487,0.450879,S3,1x1811 + 1487* (q=743)
3299,3299,1.000000,S1,"AGL(1,3299)"
3300,1619,0.490606,S3,1x1681 + 1619* (q=809)
3301,3301,1.000000,S1,"AGL(1,3301)"
3302,821,0.248637,S7f3,3x821 + 839* (q=419)
3303,571,0.172873,S7f4,4x571 + 1019* (q=509)
3304,1481,0.448245,S3,1x1481 + 1823* (q=911)
3305,661,0.200000,S2,5x661
3306,1523,0.460678,S3,1x1783 + 1523* (q=761)
3307,3307,1.000000,S1,"AGL(1,3307)"
3308,1459,0.441052,S3,1x1849 + 1459* (q=3)
3309,1103,0.333333,S2,3x1103
3310,1523,0.460121,S3,1x1787 + 1523* (q=761)
3311,463,0.139837,S7f4,4x463 + 1459* (q=3)
3312,1619,0.488829,S3,1x1693 + 1619* (q=809)
3313,3313,1.000000,S1,"AGL(1,3313)"
3314,1657,0.500000,S2,2x1657
3315,619,0.186727,S7f4,4x619 + 839* (q=419)
3316,1619,0.488239,S3,1x1697 + 1619* (q=809)
3317,929,0.280072,S7f2,2x929 + 1459* (q=3)
3318,1619,0.487945,S3,1x1699 + 1619* (q=809)
3319,3319,1.000000,S1,"AGL(1,3319)"
3320,1459,0.439458,S3,1x1861 + 1459* (q=3)
3321,1019,0.306835,S7f2,2x1019 + 1283* (q=641)
3322,1499,0.451234,S3,1x1499 + 1823* (q=911)
3323,3323,1.000000,S1,"AGL(1,3323)"
3324,1523,0.458183,S3,1x1801 + 1523* (q=761)
3325,1069,0.321504,S7f2,2x1069 + 1187* (q=593)
3326,1663,0.500000,S2,2x1663
3327,1109,0.333333,S2,3x1109
3328,1619,0.486478,S3,1x1709 + 1619* (q=809)
3329,3329,1.000000,S1,"AGL(1,3329)"
3330,1459,0.438138,S3,1x1871 + 1459* (q=3)
3331,3331,1.000000,S1,"AGL(1,3331)"
3332,1459,0.437875,S3,1x1873 + 1459* (q=3)
3333,1013,0.303930,S7f2,2x1013 + 1307* (q=653)
3334,1667,0.500000,S2,2x1667
3335,463,0.138831,S11,3x463 + 487* + 1459* (q=3)
3336,1487,0.445743,S3,1x1849 + 1487* (q=743)
3337,1009,0.302367,S7f2,2x1009 + 1319* (q=659)
3338,1669,0.500000,S2,2x1669
3339,625,0.187182,S7f4,4x625 + 839* (q=419)
3340,1619,0.484731,S3,1x1721 + 1619* (q=809)
3341,941,0.281652,S7f2,2x941 + 1459* (q=3)
3342,1619,0.484440,S3,1x1723 + 1619* (q=809)
3343,3343,1.000000,S1,"AGL(1,3343)"
3344,827,0.247309,S7f3,3x827 + 863* (q=431)
3345,1031,0.308221,S7f2,2x1031 + 1283* (q=641)
3346,1523,0.455170,S3,1x1523 + 1823* (q=911)
3347,3347,1.000000,S1,"AGL(1,3347)"
3348,1487,0.444146,S3,1x1861 + 1487* (q=743)
3349,1033,0.308450,S7f2,2x1033 + 1283* (q=641)
3350,829,0.247463,S7f3,3x829 + 863* (q=431)
3351,1117,0.333333,S2,3x1117
3352,1619,0.482995,S3,1x1733 + 1619* (q=809)
3353,947,0.282434,S7f2,2x947 + 1459* (q=3)
3354,1531,0.456470,S3,1x1531 + 1823* (q=911)
3355,1307,0.389568,S3,1x2048 + 1307* (q=653)
3356,839,0.250000,S2,4x839
3357,1019,0.303545,S7f2,2x1019 + 1319* (q=659)
3358,1487,0.442823,S3,1x1871 + 1487* (q=743)
3359,3359,1.000000,S1,"AGL(1,3359)"
3360,1619,0.481845,S3,1x1741 + 1619* (q=809)
3361,3361,1.000000,S1,"AGL(1,3361)"
3362,1681,0.500000,S2,2x1681
3363,661,0.196551,S7f4,4x661 + 719* (q=359)
3364,1487,0.442033,S3,1x1877 + 1487* (q=743)
3365,953,0.283210,S7f2,2x953 + 1459* (q=3)
3366,1619,0.480986,S3,1x1747 + 1619* (q=809)
3367,1319,0.391743,S3,1x2048 + 1319* (q=659)
3368,827,0.245546,S7f3,3x827 + 887* (q=443)
3369,1123,0.333333,S2,3x1123
3370,1523,0.451929,S3,1x1847 + 1523* (q=761)
3371,3371,1.000000,S1,"AGL(1,3371)"
3372,1619,0.480130,S3,1x1753 + 1619* (q=809)
3373,3373,1.000000,S1,"AGL(1,3373)"
3374,1187,0.351808,S3,1x2187 + 1187* (q=593)
3375,547,0.162074,S7f4,4x547 + 1187* (q=593)
3376,1553,0.460012,S3,1x1553 + 1823* (q=911)
3377,479,0.141842,S7f6,6x479 + 503* (q=251)
3378,1619,0.479278,S3,1x1759 + 1619* (q=809)
3379,599,0.177271,S7f4,4x599 + 983* (q=491)
3380,839,0.248225,S7f3,3x839 + 863* (q=431)
3381,1097,0.324460,S7f2,2x1097 + 1187* (q=593)
3382,1559,0.460970,S3,1x1559 + 1823* (q=911)
3383,479,0.141590,S11,3x479 + 487* + 1459* (q=3)
3384,1523,0.450059,S3,1x1861 + 1523* (q=761)
3385,1051,0.310487,S7f2,2x1051 + 1283* (q=641)
3386,1693,0.500000,S2,2x1693
3387,1129,0.333333,S2,3x1129
3388,1487,0.438902,S3,1x1901 + 1487* (q=743)
3389,3389,1.000000,S1,"AGL(1,3389)"
3390,1567,0.462242,S3,1x1567 + 1823* (q=911)
3391,3391,1.000000,S1,"AGL(1,3391)"
3392,1459,0.430130,S3,1x1933 + 1459* (q=3)
3393,1103,0.325081,S7f2,2x1103 + 1187* (q=593)
3394,1697,0.500000,S2,2x1697
3395,487,0.143446,S7f4,4x727 + 487* (q=3)
3396,1619,0.476737,S3,1x1777 + 1619* (q=809)
3397,1039,0.305858,S7f2,2x1039 + 1319* (q=659)
3398,1699,0.500000,S2,2x1699
3399,563,0.165637,S7f4,4x709 + 563* (q=281)
3400,1523,0.447941,S3,1x1877 + 1523* (q=761)
3401,971,0.285504,S7f2,2x971 + 1459* (q=3)
3402,1619,0.475897,S3,1x1783 + 1619* (q=809)
3403,641,0.188363,S7f4,4x641 + 839* (q=419)
3404,839,0.246475,S7f3,3x839 + 887* (q=443)
3405,1109,0.325698,S7f2,2x1109 + 1187* (q=593)
3406,1619,0.475338,S3,1x1787 + 1619* (q=809)
3407,3407,1.000000,S1,"AGL(1,3407)"
3408,1619,0.475059,S3,1x1789 + 1619* (q=809)
3409,1063,0.311822,S7f2,2x1063 + 1283* (q=641)
3410,1459,0.427859,S3,1x1951 + 1459* (q=3)
3411,673,0.197303,S7f4,4x673 + 719* (q=359)
3412,1523,0.446366,S3,1x1889 + 1523* (q=761)
3413,3413,1.000000,S1,"AGL(1,3413)"
3414,1283,0.375806,S3,1x2131 + 1283* (q=641)
3415,1367,0.400293,S3,1x2048 + 1367* (q=683)
3416,839,0.245609,S7f3,3x859 + 839* (q=419)
3417,1049,0.306994,S7f2,2x1049 + 1319* (q=659)
3418,1709,0.500000,S2,2x1709
3419,503,0.147119,S7f4,4x729 + 503* (q=251)
3420,1619,0.473392,S3,1x1801 + 1619* (q=809)
3421,1117,0.326513,S7f2,2x1117 + 1187* (q=593)
3422,853,0.249269,S7f3,3x853 + 863* (q=431)
3423,601,0.175577,S7f4,4x601 + 1019* (q=509)
3424,1601,0.467582,S3,1x1601 + 1823* (q=911)
3425,983,0.287007,S7f2,2x983 + 1459* (q=3)
3426,1439,0.420023,S3,1x1987 + 1439* (q=719)
3427,677,0.197549,S7f4,4x677 + 719* (q=359)
3428,857,0.250000,S2,4x857
3429,1061,0.309420,S7f2,2x1061 + 1307* (q=653)
3430,1619,0.472012,S3,1x1811 + 1619* (q=809)
3431,359,0.104634,S7f6,6x512 + 359* (q=179)
3432,1609,0.468823,S3,1x1609 + 1823* (q=911)
3433,3433,1.000000,S1,"AGL(1,3433)"
3434,857,0.249563,S7f3,3x857 + 863* (q=431)
3435,643,0.187191,S7f4,4x643 + 863* (q=431)
3436,1613,0.469441,S3,1x1613 + 1823* (q=911)
3437,491,0.142857,S2,7x491
3438,1531,0.445317,S3,1x1531 + 1907* (q=953)
3439,563,0.163710,S7f4,4x563 + 1187* (q=593)
3440,859,0.249709,S7f3,3x859 + 863* (q=431)
3441,1061,0.308341,S7f2,2x1061 + 1319* (q=659)
3442,1721,0.500000,S2,2x1721
3443,512,0.148708,S7f3,3x512 + 1907* (q=953)
3444,1621,0.470674,S3,1x1621 + 1823* (q=911)
3445,1129,0.327721,S7f2,2x1129 + 1187* (q=593)
3446,1723,0.500000,S2,2x1723
3447,607,0.176095,S7f4,4x607 + 1019* (q=509)
3448,1409,0.408643,S3,1x1409 + 2039* (q=1019)
3449,3449,1.000000,S1,"AGL(1,3449)"
3450,1627,0.471594,S3,1x1627 + 1823* (q=911)
3451,683,0.197914,S7f4,4x683 + 719* (q=359)
3452,1459,0.422654,S3,1x1993 + 1459* (q=3)
3453,1151,0.333333,S2,3x1151
3454,1523,0.440938,S3,1x1931 + 1523* (q=761)
3455,691,0.200000,S2,5x691
3456,1549,0.448206,S3,1x1549 + 1907* (q=953)
3457,3457,1.000000,S1,"AGL(1,3457)"
3458,1459,0.421920,S3,1x1999 + 1459* (q=3)
3459,1153,0.333333,S2,3x1153
3460,1637,0.473121,S3,1x1637 + 1823* (q=911)
3461,3461,1.000000,S1,"AGL(1,3461)"
3462,1459,0.421433,S3,1x2003 + 1459* (q=3)
3463,3463,1.000000,S1,"AGL(1,3463)"
3464,859,0.247979,S7f3,3x859 + 887* (q=443)
3465,1091,0.314863,S7f2,2x1091 + 1283* (q=641)
3466,1733,0.500000,S2,2x1733
3467,3467,1.000000,S1,"AGL(1,3467)"
3468,1619,0.466840,S3,1x1849 + 1619* (q=809)
3469,3469,1.000000,S1,"AGL(1,3469)"
3470,1459,0.420461,S3,1x2011 + 1459* (q=3)
3471,1024,0.295016,S3,1x1024 + 2447* (q=1223)
3472,1523,0.438652,S3,1x1949 + 1523* (q=761)
3473,487,0.140225,S7f2,2x1493 + 487* (q=3)
3474,1567,0.451065,S3,1x1567 + 1907* (q=953)
3475,659,0.189640,S7f4,4x659 + 839* (q=419)
3476,1459,0.419735,S3,1x2017 + 1459* (q=3)
3477,1097,0.315502,S7f2,2x1097 + 1283* (q=641)
3478,1571,0.451696,S3,1x1571 + 1907* (q=953)
3479,563,0.161828,S7f4,4x729 + 563* (q=281)
3480,1657,0.476149,S3,1x1657 + 1823* (q=911)
3481,3481,1.000000,S1,"AGL(1,3481)"
3482,1741,0.500000,S2,2x1741
3483,1024,0.293999,S3,1x1024 + 2459* (q=1229)
3484,1487,0.426808,S3,1x1997 + 1487* (q=743)
3485,1013,0.290674,S7f2,2x1013 + 1459* (q=3)
3486,1663,0.477051,S3,1x1663 + 1823* (q=911)
3487,1439,0.412676,S3,1x2048 + 1439* (q=719)
3488,1459,0.418291,S3,1x2029 + 1459* (q=3)
3489,1163,0.333333,S2,3x1163
3490,1667,0.477650,S3,1x1667 + 1823* (q=911)
3491,3491,1.000000,S1,"AGL(1,3491)"
3492,1669,0.477950,S3,1x1669 + 1823* (q=911)
3493,1153,0.330089,S7f2,2x1153 + 1187* (q=593)
3494,1747,0.500000,S2,2x1747
3495,619,0.177110,S7f4,4x619 + 1019* (q=509)
3496,1619,0.463101,S3,1x1877 + 1619* (q=809)
3497,1019,0.291393,S7f2,2x1019 + 1459* (q=3)
3498,1619,0.462836,S3,1x1879 + 1619* (q=809)
3499,3499,1.000000,S1,"AGL(1,3499)"
3500,839,0.239714,S7f3,3x839 + 983* (q=491)
3501,1109,0.316767,S7f2,2x1109 + 1283* (q=641)
3502,1523,0.434894,S3,1x1979 + 1523* (q=761)
3503,587,0.167571,S7f4,4x729 + 587* (q=293)
3504,1681,0.479737,S3,1x1681 + 1823* (q=911)
3505,1093,0.311840,S7f2,2x1093 + 1319* (q=659)
3506,1753,0.500000,S2,2x1753
3507,1459,0.416025,S3,1x2048 + 1459* (q=3)
3508,1619,0.461517,S3,1x1889 + 1619* (q=809)
3509,491,0.139926,S7f6,6x491 + 563* (q=281)
3510,1523,0.433903,S3,1x1987 + 1523* (q=761)
3511,3511,1.000000,S1,"AGL(1,3511)"
3512,1459,0.415433,S3,1x2053 + 1459* (q=3)
3513,1171,0.333333,S2,3x1171
3514,1607,0.457314,S3,1x1607 + 1907* (q=953)
3515,487,0.138549,S7f4,4x757 + 487* (q=3)
3516,1693,0.481513,S3,1x1693 + 1823* (q=911)
3517,3517,1.000000,S1,"AGL(1,3517)"
3518,1759,0.500000,S2,2x1759
3519,625,0.177607,S7f4,4x625 + 1019* (q=509)
3520,1697,0.482102,S3,1x1697 + 1823* (q=911)
3521,1031,0.292815,S7f2,2x1031 + 1459* (q=3)
3522,1699,0.482396,S3,1x1699 + 1823* (q=911)
3523,701,0.198978,S7f4,4x701 + 719* (q=359)
3524,881,0.250000,S2,4x881
3525,1109,0.314610,S7f2,2x1109 + 1307* (q=653)
3526,1619,0.459161,S3,1x1619 + 1907* (q=953)
3527,3527,1.000000,S1,"AGL(1,3527)"
3528,1621,0.459467,S3,1x1621 + 1907* (q=953)
3529,3529,1.000000,S1,"AGL(1,3529)"
3530,881,0.249575,S7f3,3x881 + 887* (q=443)
3531,673,0.190598,S7f4,4x673 + 839* (q=419)
3532,1709,0.483862,S3,1x1709 + 1823* (q=911)
3533,3533,1.000000,S1,"AGL(1,3533)"
3534,1627,0.460385,S3,1x1627 + 1907* (q=953)
3535,1487,0.420651,S3,1x2048 + 1487* (q=743)
3536,883,0.249717,S7f3,3x883 + 887* (q=443)
3537,1109,0.313543,S7f2,2x1109 + 1319* (q=659)
3538,1511,0.427077,S3,1x1511 + 2027* (q=1013)
3539,3539,1.000000,S1,"AGL(1,3539)"
3540,1523,0.430226,S3,1x2017 + 1523* (q=761)
3541,3541,1.000000,S1,"AGL(1,3541)"
3542,1459,0.411914,S3,1x2083 + 1459* (q=3)
3543,1181,0.333333,S2,3x1181
3544,1721,0.485609,S3,1x1721 + 1823* (q=911)
3545,709,0.200000,S2,5x709
3546,1723,0.485900,S3,1x1723 + 1823* (q=911)
3547,3547,1.000000,S1,"AGL(1,3547)"
3548,1459,0.411218,S3,1x2089 + 1459* (q=3)
3549,1181,0.332770,S7f2,2x1181 + 1187* (q=593)
